response_id,date,score,lesson_id
c04e0611-159b-401a-881f-75d4c2a1da72,11/19/2021 0:00,7,311
bbae2683-78fb-4916-aebf-4ca4d4baf798,11/19/2021 0:00,7,57
7182853d-73ba-48ba-b4cf-0bf1c3d6d4f5,11/19/2021 0:00,8,77
553f7524-72c8-4489-a058-c17a62a4d94a,11/18/2021 0:00,8,92
9063f2cf-f202-43fd-9538-7d548e0e06bb,11/18/2021 0:00,10,57
5019d630-0a34-431f-bb82-cc7aa08772eb,11/18/2021 0:00,8,92
4de1cd28-65b0-4eef-817b-5b4b123bda69,11/18/2021 0:00,10,57
649ad23c-f1b6-468c-a179-eefe7c05f948,11/18/2021 0:00,7,57
746e9294-b365-4caf-98b1-3012a73a10e6,11/17/2021 0:00,10,57
aec44325-8cfa-418a-918d-c0574bfa95ca,11/17/2021 0:00,9,57
bac82a5c-a39c-4fda-8cbe-f016ad718e82,11/17/2021 0:00,9,311
e705309c-3510-450c-8e89-4b1376b347e9,11/17/2021 0:00,10,57
5490905f-34fa-4662-bb09-93c900a29818,11/17/2021 0:00,10,57
9d8fd3ba-dfb7-4cf8-9de0-1126860e3d18,11/17/2021 0:00,9,57
f59548b1-10dd-48a0-9d61-3320dc21008b,11/17/2021 0:00,10,57
c8286739-88e9-473a-b173-3722ed60c253,11/17/2021 0:00,10,57
9d058834-0a3b-4e8c-8999-a63d515b68a6,11/17/2021 0:00,10,57
48b640ef-e3c2-4b3c-9128-a88bb453e225,11/17/2021 0:00,10,103
bccda5e0-5036-4e05-b698-9c15e7845f83,11/16/2021 0:00,7,57
62e784a7-81a5-4618-959b-662d1c59f484,11/16/2021 0:00,9,57
c89099d9-a81e-4905-a2ad-9eeb48cb886b,11/16/2021 0:00,10,57
1215ee93-ca10-41b3-89ae-8b4fefe80188,11/16/2021 0:00,9,57
ffe64205-182b-4d2b-b40e-5395e8939ca3,11/16/2021 0:00,10,2000574
72e7f901-467b-4d35-bb85-8c81bd9e0b91,11/16/2021 0:00,10,57
ed588b39-9a4f-4332-9dc9-ccaf91b2ddfa,11/16/2021 0:00,9,57
492d72b9-641e-4b17-bf2a-79261f09dce6,11/16/2021 0:00,10,574
a0ed6708-c104-437a-963f-f2ddc140ae55,11/15/2021 0:00,8,57
0ccb1713-4f2e-4c3e-afba-bd18f7cc6a35,11/15/2021 0:00,5,57
e0e342be-f158-4896-8658-3d1248171fc9,11/15/2021 0:00,7,57
51bcffcb-39d4-4f2b-b079-523f5493b049,11/14/2021 0:00,10,57
2e6e3a52-dfd4-41d3-9499-37cb1c503737,11/14/2021 0:00,10,57
268146d8-df36-41a1-a79f-87916d44de9f,11/14/2021 0:00,10,57
34ecb1b0-7df0-4570-b549-e81ae77ea2cb,11/14/2021 0:00,10,311
80b96394-8b84-410e-8e49-ca1afda2dace,11/14/2021 0:00,7,57
9d94f160-8a08-474a-ab0c-9e60dcb1dccc,11/14/2021 0:00,5,57
4768d9b6-b966-43ff-b183-ad9860390eec,11/14/2021 0:00,10,57
3e3955d8-ec1e-4f1f-ac73-abb287e9e527,11/14/2021 0:00,10,57
d416047f-82e6-4a14-8f1b-1f8ca02a933a,11/13/2021 0:00,10,90
a53cd2d1-73cb-46a7-a803-a681c6753aa6,11/13/2021 0:00,10,57
e4de2b63-9de0-456c-8bf1-d01b6e88989c,11/13/2021 0:00,10,77
0c1e7163-919c-42d7-b040-0352a504112e,11/13/2021 0:00,10,57
f055ef8e-8d99-4690-9b6e-e1effedda0d0,11/13/2021 0:00,10,57
79f0e4ed-6b27-4c19-9e0d-195702c4ad9b,11/13/2021 0:00,10,57
e3d97eef-f8e7-4559-83c7-35faa01b5345,11/13/2021 0:00,10,77
b7cb3df3-0eb3-46c5-b1d1-7ccf7326d993,11/13/2021 0:00,10,57
79278228-a8ce-4584-ba9e-a8ad1058707d,11/13/2021 0:00,10,103
4bcdae88-f996-4e1c-a41c-9412f7393b5d,11/13/2021 0:00,10,57
8c79aba2-bfe1-4f38-bcc6-49fe28cb3e85,11/13/2021 0:00,10,57
c164746a-e690-483f-a14f-948cc390fa89,11/13/2021 0:00,9,57
8afd03c3-a1e4-4c4c-bd1e-f6558221820b,11/13/2021 0:00,10,103
dcb68879-a07a-4c07-b3ed-19ef39697a82,11/13/2021 0:00,10,57
eb16fb57-630f-4f37-9a89-05a73ae7c994,11/12/2021 0:00,10,57
5b878e55-3c96-41ca-88e3-c2b1a1268c3b,11/12/2021 0:00,8,311
a1c57d25-cc00-4a65-94b2-65551517bd32,11/12/2021 0:00,7,57
8c7bf5b9-3848-48fd-af41-1226a3cd6dc6,11/12/2021 0:00,10,311
2026e52e-2876-4448-9ded-9ef5716ed4d2,11/12/2021 0:00,10,57
4b5071d5-0c42-49ae-bc89-d545ad773501,11/11/2021 0:00,10,57
d34fcced-0eed-4ff7-b650-9786d866c5a5,11/11/2021 0:00,10,57
df8a0642-1f20-4018-9b21-d7c8be71c3fc,11/11/2021 0:00,10,57
597f5aa1-e7b7-4d75-8945-a7ebc419a234,11/11/2021 0:00,6,57
ec443227-8ff1-4ffd-912d-c7a74cb0ac5a,11/11/2021 0:00,10,57
655f7320-0722-4cee-a313-3525745ef1b9,11/11/2021 0:00,10,57
dc9818a1-6372-49ee-9073-aa6d10073e89,11/11/2021 0:00,10,57
cb668043-5924-4b2b-8549-38c5663bc3e9,11/11/2021 0:00,6,57
6c377843-b9eb-47f3-8305-7c0398cfc8d0,11/11/2021 0:00,7,88
3cf6b62b-526f-4d14-95cc-4d6d84fb1c0b,11/10/2021 0:00,9,57
19ff872a-dbae-424a-862f-2ee71415c86d,11/10/2021 0:00,10,311
10dc0a66-b973-4745-80f1-dc1968bcb7a6,11/10/2021 0:00,10,57
41fa515f-494a-453a-87b1-3cb62ba138ab,11/10/2021 0:00,10,57
893af321-aeaa-4117-a37a-30ffd8718e69,11/10/2021 0:00,8,252
31b9a028-5b37-4073-b795-247f2ac3650f,11/10/2021 0:00,10,57
62d4a29d-5da8-49b4-bf3d-68bb14e215df,11/10/2021 0:00,10,57
0422d48c-db78-43ba-8f47-3c922d12c417,11/10/2021 0:00,10,311
4f9e849c-e227-4ec1-a4b2-124da78bedce,11/10/2021 0:00,10,57
c117e1da-2146-4489-a43d-320cd4a01ffa,11/10/2021 0:00,10,57
7c1d3f09-d388-4606-a588-951a9d2435e2,11/9/2021 0:00,10,57
0a223f85-78b2-4540-8bc9-b631772d02cb,11/9/2021 0:00,9,60
c5075d95-0902-468a-8e53-325bff713b44,11/9/2021 0:00,10,57
4b82fb35-df9a-4a97-9dd6-5d6999a85c66,11/9/2021 0:00,9,90
74fde322-b321-4fc7-88be-da84314a137f,11/9/2021 0:00,10,57
900194d9-25d7-4c76-989c-60e4802b36af,11/9/2021 0:00,10,77
8d23fe9f-8376-4e0e-9477-d5581831db38,11/7/2021 0:00,9,57
4d9340ac-63da-4d8d-b6fb-b24ba0d848cd,11/6/2021 0:00,8,57
80a4bf61-4083-41dc-b06d-0921f185c463,11/6/2021 0:00,1,57
adeb8ef0-e72f-4871-9d0a-767f427d9ef5,11/6/2021 0:00,10,57
d090abaf-e3fa-4467-b4f3-a2fbd999b193,11/5/2021 0:00,9,57
00438055-6ed8-44e3-9ee2-25a0cc67ec41,11/5/2021 0:00,8,57
c8b16ae8-f292-4d04-a6c7-5e4fea6e4e87,11/5/2021 0:00,10,57
573c5b75-ae25-451a-b018-e54878380ea0,11/5/2021 0:00,10,311
3e34cdb6-5edc-4477-8888-edf3ab115639,11/5/2021 0:00,10,57
bf275f4d-4744-4894-b490-14a6b7cb44f6,11/5/2021 0:00,10,311
ac17d0cd-64fd-4846-85c2-d5f83e457a7c,11/4/2021 0:00,8,57
f9ca4180-4a80-4b36-9c5c-7e77fb5f52e3,11/4/2021 0:00,8,77
93c3d941-1866-4ef0-8e06-0fb6f41e5f23,11/4/2021 0:00,10,57
b8363077-12cf-4a07-aafe-56130ce8a207,11/3/2021 0:00,10,57
80489f56-8353-4cd3-959d-89db4a3cb53b,11/3/2021 0:00,8,57
c7fb84db-74ea-4d0b-9b4a-a96d264205ee,11/3/2021 0:00,10,86
1623874b-9e93-4108-a3de-c63fd3e2bfa9,11/2/2021 0:00,9,57
cc984610-56cf-4deb-bd5c-2e7b813ff806,11/2/2021 0:00,10,57
7ffcae16-3e2c-42f4-a82a-93c8e16eb0f0,11/2/2021 0:00,9,57
86395b84-db5b-4d3b-836f-ba411bceebb4,11/2/2021 0:00,10,57
6a45d4e7-aaf2-4a4b-a1b4-2e6e2bb529f8,11/2/2021 0:00,10,57
5abff647-fc0e-4e15-b40e-dbfba3bef515,11/2/2021 0:00,10,57
434b6fd1-d09e-43ba-8cbb-806c51c28f0f,11/2/2021 0:00,10,57
b9c66415-c7de-4bef-87af-6978cacc630a,11/2/2021 0:00,9,57
34ec4363-0e01-4497-a121-2b506f918677,11/2/2021 0:00,8,57
f3e4436d-9d8b-4daf-9c48-8c40b2827e6a,11/2/2021 0:00,10,57
e53b2aef-56af-4011-a611-8fb8c676de5e,11/2/2021 0:00,0,57
dc45bea5-99ca-47be-956f-2c7950dc7c2d,11/1/2021 0:00,10,57
6f127064-084c-4fe0-a1ad-f6ecb081faa3,11/1/2021 0:00,10,57
94357a48-20b9-4f9c-bd4c-f4a45213cbb8,11/1/2021 0:00,7,103
1a32dd9a-9287-4704-babc-09b2f134838c,11/1/2021 0:00,10,57
478ee70b-a491-4f4c-9701-30877ca8b37f,10/31/2021 0:00,9,57
5c43227e-7050-4551-87e9-44a8be91b0eb,10/31/2021 0:00,10,57
a9fcd5fa-9f92-4f90-bfb5-2733c0afec5c,10/31/2021 0:00,10,57
58182b0a-a89f-4b0c-b4bd-ec965c9015f5,10/30/2021 0:00,9,57
62d1e617-340a-4712-a0c2-a32de98bb166,10/29/2021 0:00,9,57
62e570c3-97d4-40e3-9e63-47e21cd6295a,10/29/2021 0:00,7,57
07bf62e7-83d7-4fc8-bf35-7101e2d59cd5,10/29/2021 0:00,10,57
2103c40b-6a8e-497b-91df-0c73842ccd4e,10/29/2021 0:00,8,103
e296015c-ba20-4ca2-8368-7bbd4d46ae0a,10/29/2021 0:00,9,57
4970b1d3-d493-4b6a-b4cc-95477e516313,10/29/2021 0:00,10,57
84a4003c-e4ef-4f8a-a955-cf7086ec0dbe,10/29/2021 0:00,7,57
b668d013-9380-435b-a2e4-e6a7603a35b6,10/29/2021 0:00,10,57
f6e02487-e209-4e5e-836a-962c82f960b5,10/28/2021 0:00,10,57
0b4298e7-2f74-41e9-bffa-5e26add221d1,10/28/2021 0:00,10,57
22702f96-180c-4ba7-8393-d42c08464812,10/28/2021 0:00,10,57
2f9e3ee3-9fa4-4522-8c89-b7dee763827e,10/27/2021 0:00,10,57
208e63ca-e3bf-496b-a454-a51af73e087e,10/27/2021 0:00,7,103
d2d716e3-4b3b-4736-8bb5-801be9749276,10/27/2021 0:00,8,57
33cdb819-1a73-4d2b-b10a-e11ae568bd80,10/27/2021 0:00,10,57
114ac6db-3517-4f41-955c-71d83a6d9a5b,10/26/2021 0:00,10,57
509ea045-e628-43a5-bdba-61e78955295f,10/26/2021 0:00,8,57
5a25be8e-66e9-4b68-883f-6a666b8ed2c4,10/26/2021 0:00,8,54
1d86dd17-c0a9-4830-9aec-6c93b5f8c8fe,10/26/2021 0:00,7,57
70123ef0-2ece-490f-a23a-494c9f38c7d8,10/26/2021 0:00,8,54
e7403ce6-ee9f-408d-8976-c9e232afda15,10/26/2021 0:00,7,57
47dc7d39-5a7d-4c89-81fd-37d403d1c2ea,10/26/2021 0:00,10,57
fe2851f8-91a2-49ed-88c1-dfde7524f94f,10/25/2021 0:00,5,57
410cce7f-cc4a-49e2-a30c-ae051a1df309,10/25/2021 0:00,8,57
165cc5f3-d3eb-4243-8b50-5db3eb612b39,10/24/2021 0:00,9,57
c3823a6e-d92b-4383-b0b9-65bc8fa631b5,10/24/2021 0:00,9,57
d9eb4dde-a5db-4cb1-8f2d-4d9e22f1e0f7,10/24/2021 0:00,8,57
0b299024-3435-46fd-9258-c7217844dc7e,10/23/2021 0:00,10,57
b09174bd-8d27-48e2-baee-50fb452de358,10/23/2021 0:00,9,57
1c0bf9bc-fc77-4ae5-9226-955a54597b38,10/23/2021 0:00,10,57
ef5d5d48-4f6a-44a6-a5b8-1daf40475d63,10/22/2021 0:00,10,57
d2c37b0e-cc20-4c9c-a6c1-769b6425e7ed,10/22/2021 0:00,8,57
edb238bf-20ee-4358-92ce-6eb053e45ff8,10/22/2021 0:00,7,57
f38adc5c-2622-4d8b-97f7-69159191f088,10/21/2021 0:00,10,57
57b714ed-0352-40c5-8582-cab078ac5eaa,10/21/2021 0:00,10,57
b7a243f2-85d8-49ed-96de-9c361e524011,10/21/2021 0:00,10,90
063a727f-9f91-45da-a304-6d25013029b6,10/21/2021 0:00,5,77
e8e565e4-2df2-4ce4-887d-0c2b619b2cb5,10/21/2021 0:00,7,57
0a6aafa3-9443-4484-b863-57034eba40a9,10/21/2021 0:00,7,57
e4fc3d99-e692-438a-9056-91b2dc54d4eb,10/21/2021 0:00,5,77
259cc698-4313-43b1-b353-051deed5f34c,10/21/2021 0:00,10,90
f2ebded2-4c84-44ad-8866-b65ffdb68147,10/20/2021 0:00,8,57
2998109e-96e8-4ffd-bd07-5c57f2f57d43,10/20/2021 0:00,7,57
fed844b4-64b5-4c67-9202-474e648dca3c,10/20/2021 0:00,10,57
92ae8267-92d4-4324-93ca-2d24d1d0bf04,10/20/2021 0:00,6,57
3aac7a2e-6fd2-4c60-995a-e478b9f4c5c5,10/20/2021 0:00,9,90
c4dd911b-ebc1-4c4b-9c0f-ac00ba07877d,10/20/2021 0:00,10,57
02d6791a-0656-472c-be21-6d45055004d1,10/19/2021 0:00,9,57
4912cea1-6a22-4e45-bf90-901d3523dfd9,10/19/2021 0:00,10,57
3f005788-4ce3-4d35-8f24-96ed77d56675,10/19/2021 0:00,9,57
38eeed35-c1d1-4509-a923-2b8f60368774,10/18/2021 0:00,4,57
e52d8e36-0946-4f6c-8881-772ba7df50e5,10/18/2021 0:00,10,57
2ff236a3-02dd-40d9-89f6-a4a59aa855fe,10/18/2021 0:00,10,57
a3aeaf55-fc4c-423d-a58d-87151e46a523,10/18/2021 0:00,9,90
f2798fda-b570-4d03-b053-3931a833e497,10/18/2021 0:00,5,57
e8758a2c-0d4d-4896-94e7-90405397cdea,10/18/2021 0:00,5,57
39026919-d55e-40a5-9e53-78f76b5fdb49,10/18/2021 0:00,10,57
67989224-467d-4218-80e9-6a45ba674f4d,10/18/2021 0:00,10,57
978fdee6-07ea-4989-bc3f-6fd6e44c8c10,10/18/2021 0:00,10,57
57fa0661-5cf5-473d-ab75-f62763f73668,10/18/2021 0:00,10,57
c5e95a2e-3109-4bd8-b2fb-7033c07c63af,10/18/2021 0:00,9,90
dfb13d3c-8a34-41e3-9d2f-5cad9716b330,10/17/2021 0:00,10,2000574
c68df647-6361-4348-8279-8cd23fd7fa63,10/17/2021 0:00,10,57
c28de4a7-855d-447f-b185-1d7fda813a69,10/17/2021 0:00,10,57
eda243bc-c1ab-4bb2-a0c9-1e396e4a0752,10/17/2021 0:00,10,103
6d2142d4-22f5-453f-8cb9-2d901f2745c8,10/17/2021 0:00,10,2000574
045cd6d4-d400-44d9-9de8-8661b37c2190,10/17/2021 0:00,10,57
4e11d43f-83fc-4dd1-af16-e48e31e693af,10/17/2021 0:00,8,57
93f34255-125b-40c0-a519-bc176613b56b,10/17/2021 0:00,4,57
c4164c04-eadb-48f0-93fe-68384f7aa566,10/16/2021 0:00,10,57
31c95b98-1f51-4601-bbeb-4618fc80c053,10/16/2021 0:00,4,57
93acb060-6b36-46e0-be27-10ca1317446f,10/16/2021 0:00,10,103
93218dc7-b004-48f2-a6ca-d5e3f74a7b88,10/16/2021 0:00,8,57
803f4618-5723-4a62-99be-4cf6a7cf4774,10/16/2021 0:00,10,57
2e586351-82d7-4546-8940-f5de3485f1b4,10/16/2021 0:00,10,57
00e7bacc-7686-45a2-84a3-8f61837c9e14,10/16/2021 0:00,4,57
c819ea11-3566-4aa8-a4e0-6e8c0461913b,10/15/2021 0:00,9,57
344f47e7-f937-4b50-ac49-3cefdca067af,10/15/2021 0:00,10,77
873a0b40-ee59-46c6-9d3a-1035f5abca0f,10/15/2021 0:00,10,103
7e261bba-5436-40b1-a2cb-54adedb5297d,10/15/2021 0:00,8,57
07744c13-f096-461e-a830-b7ffa4101768,10/15/2021 0:00,10,77
68d0f3dc-3bb7-4285-b208-69ba1d59ad90,10/15/2021 0:00,8,57
aa2ccb23-c4b6-4f47-84fa-ee4a78660b4b,10/15/2021 0:00,10,57
bcd1661f-c0a7-4e98-b435-5289f3b9040a,10/15/2021 0:00,9,57
30bf2c0a-93d7-42d6-900d-01b17834aaf4,10/15/2021 0:00,8,103
75167c31-11a6-4c01-925f-65c259d1bed7,10/15/2021 0:00,10,57
2fb2971d-3334-48d8-8835-6b2dc6b258f3,10/15/2021 0:00,8,90
566b4e92-4b61-4439-842f-3bd62e1b2444,10/15/2021 0:00,0,57
332cef8c-8838-4e6f-88d5-5d70275a82cb,10/15/2021 0:00,8,57
d2276af2-667e-4fab-a143-0135a9a9004b,10/15/2021 0:00,10,103
c97e1b42-3698-4533-8fe4-d77d2de04cdc,10/14/2021 0:00,10,57
ef6d74ae-b969-4801-96ef-86d44f2cfd5a,10/14/2021 0:00,7,57
95daf926-1189-4224-9a32-841d1eeecfa1,10/14/2021 0:00,9,57
bba6a5fd-ff15-4ecf-8aac-cd57c6531f9d,10/14/2021 0:00,9,103
32e4ba9d-3173-476c-8e68-0f20d986fd68,10/14/2021 0:00,10,57
cc4d5e12-e2d9-4aa3-98f5-5d33bcde4a13,10/14/2021 0:00,9,103
49232eba-391f-4075-af5d-3edfd79309b2,10/13/2021 0:00,10,2000311
94cfded6-e8e2-4d4f-a079-4a26a39f2638,10/13/2021 0:00,10,90
3b7ca256-dbf7-41b8-bd1d-7368c8699e65,10/13/2021 0:00,10,2000311
cfc4eafe-18e9-446d-b530-353e9113016b,10/13/2021 0:00,10,57
7204cd3f-cf33-481a-9fb2-214951f8814f,10/13/2021 0:00,10,90
cb83846f-efb5-4033-8ce2-6bd916360eb0,10/13/2021 0:00,10,57
12c18cc8-0ca8-40f3-8494-3b9c34075aea,10/13/2021 0:00,10,57
c731ba26-1ff0-432f-ba74-fc1e816a44fd,10/13/2021 0:00,9,90
a49a37ef-e038-4b8a-bc45-30252bdede96,10/13/2021 0:00,10,57
976a9bd3-e8d2-4a8e-907b-f0c61da5eb35,10/12/2021 0:00,10,77
d5440d5d-7cb1-439f-8791-832ae0948ae2,10/12/2021 0:00,10,57
96dc1289-e515-415e-b589-3196f6f10f4b,10/12/2021 0:00,9,57
0bbd4979-eb82-483c-bacb-6ffce7567891,10/12/2021 0:00,7,90
e46c84f8-e4a1-4347-bdba-2b17b4a91de3,10/12/2021 0:00,10,57
7e153a14-fc5a-4cbb-a6a2-47b59f2a7568,10/12/2021 0:00,10,57
87fe4c3d-fd3c-4c94-ba08-571aa9023321,10/12/2021 0:00,9,57
6bf45f41-0efa-465f-8ea0-8bb6c4fcc94d,10/12/2021 0:00,9,57
f3d1a063-255c-482c-b4d1-cae0f7396c7b,10/12/2021 0:00,7,57
1df1bb2a-0197-44e6-b0e8-5df63a0d6b88,10/12/2021 0:00,10,57
adcb0cb3-2412-4a2d-8758-a4deb51ab61b,10/12/2021 0:00,7,57
7314cde6-6184-4a0f-8cea-213323723277,10/12/2021 0:00,9,57
a7df895b-5a96-4c5b-b1bd-85ef457d2df7,10/11/2021 0:00,10,2000311
0d50cb9b-97c3-412b-996c-e2f4d6bb3676,10/11/2021 0:00,7,57
89b7a86d-5c2e-4c43-b473-4dab3c189148,10/11/2021 0:00,10,2000311
5185bea3-4177-4b49-97b9-cac8ceecdc35,10/11/2021 0:00,10,57
4f179b15-88af-4121-b83c-24efd4980280,10/11/2021 0:00,8,103
f8d9277c-7b94-41a4-8391-3decac736bba,10/11/2021 0:00,10,2000311
38d030cb-714b-40ef-8ac9-6252edb9d018,10/11/2021 0:00,8,103
792a5e7f-c5b8-4419-b639-5b44f48abe0c,10/11/2021 0:00,10,103
bcb61997-f3ae-4103-bdfa-83983340195e,10/11/2021 0:00,10,57
19913d49-d639-4815-b166-0c044195237f,10/10/2021 0:00,10,90
c490fe23-69ad-4590-af0b-d9e27aee6fad,10/10/2021 0:00,10,57
8bb38608-77ca-45fd-8426-6ec289427990,10/10/2021 0:00,10,2000311
88985844-847c-4f10-bdba-bac938428e56,10/10/2021 0:00,6,18
78736b61-5615-4575-9dad-bb5730b639ea,10/9/2021 0:00,10,57
11885087-dbcf-4474-aebc-fcb5ce182975,10/9/2021 0:00,10,77
bd13b66e-8229-41a6-b00a-2e5d7b00f812,10/9/2021 0:00,8,57
5cb31b79-3d73-46e7-a5b6-e81b2625c6f5,10/9/2021 0:00,10,57
9aeeb84c-71b7-472d-9a8a-ee37ea6767ce,10/9/2021 0:00,10,2000311
8d300c07-c96a-4edd-9e04-8728fbc67c06,10/8/2021 0:00,10,2000311
acc30907-6cd6-483b-a2b3-8838962e126d,10/8/2021 0:00,10,57
4967365c-b6dc-46a2-b7d5-e5a9d0d98064,10/8/2021 0:00,10,57
3d87cd6b-ea06-4143-b8ff-b8bf469c0a98,10/8/2021 0:00,8,103
92c0bf94-f55d-45d6-8f89-9f74dbf614d7,10/7/2021 0:00,7,90
a42ebcb8-07e1-4820-ba71-b2b09a98a101,10/7/2021 0:00,10,57
18b776a0-b70d-4c77-981b-55c561a306c1,10/7/2021 0:00,8,57
d198b481-02b3-4cb1-8954-cb526ecef1ea,10/7/2021 0:00,10,57
45411028-8a8f-4574-925f-564458b271c7,10/7/2021 0:00,8,57
f53eb1cc-f93e-480d-a63b-5d3dfeb4de9b,10/6/2021 0:00,10,88
f2a11195-5024-4ba7-8f7a-f91e7b38b42c,10/6/2021 0:00,10,57
b10ce4a3-4f8c-49df-af1e-3e32309f1764,10/6/2021 0:00,10,77
